timestamp,y_true,p10,p50,p90
2020-06-13 08:15:00,13497.0303572,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 08:30:00,14846.3482144,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 08:45:00,15990.1053571,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 09:00:00,17054.617857,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 09:15:00,18049.6357144,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 09:30:00,17396.0357145,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 09:45:00,18726.4767865,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 10:00:00,19239.6124995,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 10:15:00,22164.6535708,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 10:30:00,24857.7125,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 10:45:00,23407.5696423,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 11:00:00,23667.8285709,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 11:15:00,27388.460715,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 11:30:00,26818.498215,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 11:45:00,27300.3803574,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 12:00:00,27843.317856,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 12:15:00,23390.0464287,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 12:30:00,25436.933929,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 12:45:00,26291.596429,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 13:00:00,21083.9535714,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 13:15:00,19115.5964287,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 13:30:00,16697.9928572,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 13:45:00,18010.3053569,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 14:00:00,26234.928571,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 14:15:00,23956.2767846,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 14:30:00,18872.2107144,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 14:45:00,22672.3375011,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 15:00:00,22317.8821413,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 15:15:00,21348.4714275,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 15:30:00,16370.3642857,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 15:45:00,12491.4357144,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 16:00:00,14540.5160715,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 16:15:00,6426.1053571,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 16:30:00,8098.9142857,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 16:45:00,4521.4874998,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 17:00:00,3533.3553572,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 17:15:00,3818.4089287,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 17:30:00,2660.9964286,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 17:45:00,2014.16964287,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 18:00:00,1269.97857144,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 18:15:00,609.97678569,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 18:30:00,146.700000001,-19383.49357089,11227.2589285,41946.871251143
2020-06-13 18:45:00,0.0,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 06:00:00,102.885714285,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 06:15:00,681.80178571,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 06:30:00,1415.70357144,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 06:45:00,2310.9482142,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 07:00:00,4238.5339287,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 07:15:00,6918.0517858,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 07:30:00,6915.775,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 07:45:00,9274.9964286,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 08:00:00,9131.7571429,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 08:15:00,7727.117857,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 08:30:00,10717.5285713,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 08:45:00,11674.7464285,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 09:00:00,12997.8499999,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 09:15:00,17473.3892856,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 09:30:00,17301.757142899998,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 09:45:00,17687.067857000002,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 10:00:00,18251.4624999,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 10:15:00,16705.044643,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 10:30:00,22742.3160715,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 10:45:00,24517.432143,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 11:00:00,19578.0464286,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 11:15:00,18606.6125,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 11:30:00,18894.5803573,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 11:45:00,12405.7303572,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 12:00:00,14550.9910715,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 12:15:00,13922.9750001,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 12:30:00,13606.7857144,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 12:45:00,15401.6553572,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 13:00:00,17124.8982142,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 13:15:00,21258.801786,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 13:30:00,20177.8321427,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 13:45:00,23086.444643,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 14:00:00,27895.039285,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 14:15:00,23782.435715,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 14:30:00,17019.6410715,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 14:45:00,13873.9267856,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 15:00:00,18501.017857,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 15:15:00,21373.7285714,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 15:30:00,14291.4571427,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 15:45:00,12680.1178572,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 16:00:00,12534.0125001,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 16:15:00,8932.2285716,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 16:30:00,6194.9517856,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 16:45:00,4736.2714286,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 17:00:00,3799.5857143,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 17:15:00,3585.7749999,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 17:30:00,2181.10178572,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 17:45:00,1229.77321427,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 18:00:00,831.18571429,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 18:15:00,531.40357143,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 18:30:00,134.121428571,-19383.49357089,11227.2589285,41946.871251143
2020-06-14 18:45:00,0.0,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 06:00:00,202.699999998,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 06:15:00,973.83392858,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 06:30:00,2063.21964284,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 06:45:00,3147.4482142,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 07:00:00,4511.2410715,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 07:15:00,4645.5357143,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 07:30:00,4140.1535714,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 07:45:00,7957.6,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 08:00:00,13486.6249999,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 08:15:00,16263.7107144,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 08:30:00,16293.9535714,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 08:45:00,15867.4500001,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 09:00:00,17212.0392857,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 09:15:00,19133.8321428,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 09:30:00,19150.0375,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 09:45:00,18800.0375,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 10:00:00,18755.5357143,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 10:15:00,25400.428572,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 10:30:00,20982.0946428,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 10:45:00,23058.7321441,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 11:00:00,22128.8303571,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 11:15:00,16792.3089288,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 11:30:00,17740.7196428,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 11:45:00,19009.1535716,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 12:00:00,20591.5517852,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 12:15:00,13306.1928571,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 12:30:00,12362.1107144,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 12:45:00,14115.1107141,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 13:00:00,21745.4482147,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 13:15:00,12677.7321428,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 13:30:00,7674.912499999999,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 13:45:00,7347.2464288,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 14:00:00,8722.0035713,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 14:15:00,13288.5160714,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 14:30:00,21599.617858,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 14:45:00,14926.6410714,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 15:00:00,13901.5357142,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 15:15:00,13594.6839287,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 15:30:00,11505.2857145,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 15:45:00,13544.4071428,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 16:00:00,3885.1232144,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 16:15:00,5326.9160715,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 16:30:00,7544.9910715,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 16:45:00,8776.3714285,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 17:00:00,6028.0982143,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 17:15:00,4899.6767857,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 17:30:00,3085.7410713,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 17:45:00,2640.7142859,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 18:00:00,1137.17321427,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 18:15:00,501.55,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 18:30:00,37.291071428,-19383.49357089,11227.2589285,41946.871251143
2020-06-15 18:45:00,0.0,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 06:00:00,8.157142857,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 06:15:00,401.50714285,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 06:30:00,1471.53214285,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 06:45:00,2149.32857143,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 07:00:00,3092.0767858,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 07:15:00,5069.1875,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 07:30:00,6105.1696428,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 07:45:00,7677.1464287,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 08:00:00,10555.0339285,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 08:15:00,9954.9267857,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 08:30:00,12533.05,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 08:45:00,12572.6750001,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 09:00:00,12538.4535714,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 09:15:00,14086.6714286,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 09:30:00,16210.6375,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 09:45:00,19016.1125,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 10:00:00,24082.9642871,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 10:15:00,22378.3375003,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 10:30:00,18201.6178571,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 10:45:00,20210.8678572,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 11:00:00,24978.126784,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 11:15:00,18069.2625001,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 11:30:00,12780.4035714,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 11:45:00,16210.6321429,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 12:00:00,7269.2821429,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 12:15:00,13299.1107144,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 12:30:00,14176.6696428,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 12:45:00,15522.8642857,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 13:00:00,10305.5482144,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 13:15:00,15730.2732144,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 13:30:00,17424.8589286,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 13:45:00,12894.9000001,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 14:00:00,14158.8,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 14:15:00,9507.832143,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 14:30:00,21145.8624995,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 14:45:00,15640.5517858,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 15:00:00,8844.4125,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 15:15:00,10090.6553573,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 15:30:00,13944.7107143,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 15:45:00,10880.6769842,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 16:00:00,10713.4749999,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 16:15:00,7555.5017858,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 16:30:00,5707.1517858,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 16:45:00,4762.3535713,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 17:00:00,4135.5071428,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 17:15:00,3740.9839285,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 17:30:00,3108.4678571,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 17:45:00,2220.25714284,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 18:00:00,1480.95714285,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 18:15:00,731.94107141,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 18:30:00,159.194642855,-19383.49357089,11227.2589285,41946.871251143
2020-06-16 18:45:00,0.0,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 06:00:00,5.998214286,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 06:45:00,877.25,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 07:00:00,2946.0321428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 07:15:00,4462.5303573,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 07:30:00,7062.442857,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 07:45:00,8217.6857144,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 08:00:00,7405.6071428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 08:15:00,8184.1392857,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 08:30:00,8800.6285713,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 08:45:00,8452.9375,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 09:00:00,10911.0571429,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 09:15:00,11630.1,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 09:30:00,14852.6857142,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 09:45:00,12306.7625,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 10:00:00,13464.2285714,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 10:15:00,14483.8875,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 10:30:00,15638.6428571,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 10:45:00,14239.3214286,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 11:00:00,14510.4696431,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 11:15:00,17199.1071427,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 11:30:00,16548.7035715,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 11:45:00,24773.9125,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 12:00:00,24771.0553577,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 12:15:00,29048.955358,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 12:30:00,20619.0285715,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 12:45:00,21655.719643,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 13:00:00,15160.0071428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 13:15:00,19014.0714284,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 13:30:00,21044.15,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 13:45:00,17746.0000002,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 14:00:00,13531.35,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 14:15:00,13048.0571428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 14:30:00,17947.7625,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 14:45:00,16851.6714286,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 15:00:00,10254.9732144,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 15:15:00,3341.7053571,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 15:30:00,1928.27857144,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 15:45:00,3026.0392859,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 16:00:00,6922.5035714,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 16:15:00,7880.0428573,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 16:30:00,3954.9089285,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 16:45:00,2421.4446428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 17:00:00,2819.3785713,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 17:15:00,3356.5446428,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 17:30:00,2869.84,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 17:45:00,2021.62857142,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 18:00:00,1288.58571429,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 18:15:00,719.875,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 18:30:00,165.82857143,-19383.49357089,11227.2589285,41946.871251143
2020-06-17 18:45:00,0.0,-19383.49357089,11227.2589285,41946.871251143
